timestamp,equipment_id,sensor_1,sensor_2,sensor_3,temperature,humidity,vibration,maintenance_flag
2024-01-01 00:00:00,5,0.5224692455799997,0.23146101697823823,0.24058387512439075,23.805054034718633,36.74174212630762,0.04939389642913091,0
2024-01-01 01:00:00,7,0.4314849147291348,0.2764453518177924,0.36773436196534465,20.6827604138569,27.933003924481845,0.06119720713272206,0
2024-01-01 02:00:00,4,0.30079532266324394,0.2497197832881458,0.34470856382088544,23.668080997165124,30.677422923721576,0.0450982922882833,0
2024-01-01 03:00:00,6,0.5482985966101899,0.17298165697157186,0.3834267123295251,25.434504217220944,33.825202995734166,0.039710499359092634,0
2024-01-01 04:00:00,7,0.3596580974245992,0.4186607113878647,0.3835052700424042,20.39379339617424,24.155058793707568,0.040306599932201044,0
2024-01-01 05:00:00,8,0.4179194532824745,0.3382260695344518,0.2396594264875389,23.828347304667222,32.56337675521439,0.06305094220641606,0
2024-01-01 06:00:00,9,0.5648090250314861,0.34561606961542785,0.4898027233117859,21.875944845314393,23.485169831111342,0.04435972856041689,0
2024-01-01 07:00:00,9,0.5724803982465825,0.16678518043999918,0.47360227642993963,21.214409657239884,30.60797448022388,0.0316212401164757,0
2024-01-01 08:00:00,9,0.5565944260690315,-0.015975606879191695,0.3817128345512759,21.905418668640884,24.721365621768754,0.05638123285068819,0
2024-01-01 09:00:00,8,0.574540935128225,0.33978805085945046,0.3304423861007501,22.4219579466382,35.206472942465844,0.056498372604734406,1
2024-01-01 10:00:00,8,0.4656404328210295,0.27799529679123286,0.39327514646836215,24.2365020635358,33.46862380617374,0.06923104473474538,0
2024-01-01 11:00:00,10,0.5079582989876997,0.20937286098094016,0.44705384939562387,20.591395353062683,41.20812195926689,0.06295903832593053,0
2024-01-01 12:00:00,3,0.6370075098820258,0.4374204316834007,0.2779317111525168,21.58607011396668,26.91497515849703,0.04239493759933166,0
2024-01-01 13:00:00,5,0.40239241247071744,0.5043274391596655,0.5081256762577553,21.67459492664161,33.93889718784918,0.06860092406233574,0
2024-01-01 14:00:00,6,0.6316313527712567,0.37498210764254775,0.44558517122462615,20.726531117389733,26.44563081017932,0.06347395443659164,0
2024-01-01 15:00:00,2,0.7231403660418028,0.4264907537960183,0.3190235558945811,21.519358281013012,38.148253344476544,0.05824583099982431,0
2024-01-01 16:00:00,2,0.42871231295179,0.33142754668141783,0.43210440404538714,21.05576485329384,20.920293466136044,0.058975944011119004,0
2024-01-01 17:00:00,2,0.48002565768816113,0.36687502355122564,0.29135600113409327,20.82397276847167,30.30109799564108,0.06088155253543402,0
2024-01-01 18:00:00,10,0.6965243999060419,0.28761436206149715,0.4167413780943394,21.01121932647634,33.720990780416265,0.04591943023083691,0
2024-01-01 19:00:00,3,0.6268984116810198,0.3773416435032696,0.2986346206252358,16.15162536164984,27.32664324640676,0.04770730592260468,0
2024-01-01 20:00:00,9,0.7165206730300555,0.30047303320674507,0.3169404647720158,25.615366120259935,26.811646708064107,0.051218029028966404,0
2024-01-01 21:00:00,4,0.5110307954779726,0.31241150511729027,0.37017849293367106,16.959933627252674,28.707360296701868,0.055182222982110216,0
2024-01-01 22:00:00,5,0.43806429677237957,0.2020453600068691,0.4311672290037641,22.805707379899133,35.21125477487028,0.049660568934464716,0
2024-01-01 23:00:00,5,0.6868969075817042,0.3315955375403298,0.33212360841545396,24.05163935316837,32.69420296568664,0.030971480819801406,0
2024-01-02 00:00:00,9,0.6132473114896253,0.25236807665182054,0.422674637427452,20.472841875326957,24.46202241895513,0.0501792595616052,0
2024-01-02 01:00:00,10,0.3384173653288789,0.29778462308645165,0.3825116561457845,22.267174558046293,34.254448142333466,0.046691903316497425,0
2024-01-02 02:00:00,7,0.6462745109218027,0.05492023478588426,0.346093250246379,20.938139359295455,29.886432675713444,0.061479571476800964,0
